"buy_id","buy_start","buyer_name","buyer_party","buyer_type","race_name","race_type","market","state"
16580221,"2012-01-16","Mufi Hannemann for Congress","DEM","Candidate","House HI2","US HOUSE","Honolulu, HI","HAWAII"
16579506,"2012-01-09","Mufi Hannemann for Congress","DEM","Candidate","House HI2","US HOUSE","Honolulu, HI","HAWAII"
16581325,"2012-01-30","Democratic Congressional Campaign Committee","DEM","Party","House OR1","US HOUSE","Portland, OR","OREGON"
16581325,"2012-01-30","Democratic Congressional Campaign Committee","DEM","Party","House OR1","US HOUSE","Portland, OR","WASHINGTON"
16580897,"2012-01-23","Rob Cornilles for Congress","REP","Candidate","House OR1","US HOUSE","Portland, OR","OREGON"
16580897,"2012-01-23","Rob Cornilles for Congress","REP","Candidate","House OR1","US HOUSE","Portland, OR","WASHINGTON"
16580107,"2012-01-16","Rob Cornilles for Congress","REP","Candidate","House OR1","US HOUSE","Portland, OR","OREGON"
16580107,"2012-01-16","Rob Cornilles for Congress","REP","Candidate","House OR1","US HOUSE","Portland, OR","WASHINGTON"
16581336,"2012-01-30","House Majority PAC","DEM","Third Party","House OR1","US HOUSE","Portland, OR","OREGON"
16581336,"2012-01-30","House Majority PAC","DEM","Third Party","House OR1","US HOUSE","Portland, OR","WASHINGTON"
16578612,"2012-01-02","Progressive Change Campaign Committee & Democracy For America ","DEM","Third Party","House NH2","US HOUSE","Boston, MA","VERMONT"
16578612,"2012-01-02","Progressive Change Campaign Committee & Democracy For America ","DEM","Third Party","House NH2","US HOUSE","Boston, MA","MASSACHUSETTS"
16578612,"2012-01-02","Progressive Change Campaign Committee & Democracy For America ","DEM","Third Party","House NH2","US HOUSE","Boston, MA","NEW HAMPSHIRE"
16578611,"2012-01-02","Progressive Change Campaign Committee & Democracy For America ","DEM","Third Party","House NH2","US HOUSE","Boston, MA","VERMONT"
16578611,"2012-01-02","Progressive Change Campaign Committee & Democracy For America ","DEM","Third Party","House NH2","US HOUSE","Boston, MA","MASSACHUSETTS"
16578611,"2012-01-02","Progressive Change Campaign Committee & Democracy For America ","DEM","Third Party","House NH2","US HOUSE","Boston, MA","NEW HAMPSHIRE"
16579503,"2012-01-09","Dan Schwartz for Congress","REP","Candidate","House NV4","US HOUSE","Las Vegas, NV","NEVADA"
16579502,"2012-01-09","Dan Schwartz for Congress","REP","Candidate","House NV4","US HOUSE","Las Vegas, NV","NEVADA"
16578629,"2012-01-02","Dan Schwartz for Congress","REP","Candidate","House NV4","US HOUSE","Las Vegas, NV","NEVADA"
16581531,"2012-01-30","Suzanne Bonamici for Congress","DEM","Candidate","House OR1","US HOUSE","Portland, OR","OREGON"
16581531,"2012-01-30","Suzanne Bonamici for Congress","DEM","Candidate","House OR1","US HOUSE","Portland, OR","WASHINGTON"
16581533,"2012-01-30","Suzanne Bonamici for Congress","DEM","Candidate","House OR1","US HOUSE","Portland, OR","OREGON"
16581533,"2012-01-30","Suzanne Bonamici for Congress","DEM","Candidate","House OR1","US HOUSE","Portland, OR","WASHINGTON"
16581532,"2012-01-30","Suzanne Bonamici for Congress","DEM","Candidate","House OR1","US HOUSE","Portland, OR","OREGON"
16581532,"2012-01-30","Suzanne Bonamici for Congress","DEM","Candidate","House OR1","US HOUSE","Portland, OR","WASHINGTON"
16581534,"2012-01-30","Suzanne Bonamici for Congress","DEM","Candidate","House OR1","US HOUSE","Portland, OR","OREGON"
16581534,"2012-01-30","Suzanne Bonamici for Congress","DEM","Candidate","House OR1","US HOUSE","Portland, OR","WASHINGTON"
16581535,"2012-01-30","Suzanne Bonamici for Congress","DEM","Candidate","House OR1","US HOUSE","Portland, OR","OREGON"
16581535,"2012-01-30","Suzanne Bonamici for Congress","DEM","Candidate","House OR1","US HOUSE","Portland, OR","WASHINGTON"
16580231,"2012-01-16","Bob Marx for Congress","DEM","Candidate","House HI2","US HOUSE","Honolulu, HI","HAWAII"
16581687,"2012-01-30","Bob Marx for Congress","DEM","Candidate","House HI2","US HOUSE","Honolulu, HI","HAWAII"
16581694,"2012-01-30","Peter Gounares for Congress","REP","Candidate","House AL1","US HOUSE","Mobile, AL-Pensacola, FL","FLORIDA"
16581694,"2012-01-30","Peter Gounares for Congress","REP","Candidate","House AL1","US HOUSE","Mobile, AL-Pensacola, FL","MISSISSIPPI"
16581694,"2012-01-30","Peter Gounares for Congress","REP","Candidate","House AL1","US HOUSE","Mobile, AL-Pensacola, FL","ALABAMA"
16581695,"2012-01-30","Angela Michael for Congress","DEM","Candidate","House IL15","US HOUSE","Champaign-Springfield-Decatur, IL","ILLINOIS"
16581696,"2012-01-30","Angela Michael for Congress","DEM","Candidate","House IL15","US HOUSE","St Louis, MO","MISSOURI"
16581696,"2012-01-30","Angela Michael for Congress","DEM","Candidate","House IL15","US HOUSE","St Louis, MO","ILLINOIS"
16580937,"2012-01-23","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Des Moines-Ames, IA","IOWA"
16581637,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Des Moines-Ames, IA","IOWA"
16580959,"2012-01-23","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","NEBRASKA"
16580959,"2012-01-23","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","IOWA"
16580959,"2012-01-23","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","MISSOURI"
16580175,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Des Moines-Ames, IA","IOWA"
16580193,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","NEBRASKA"
16580193,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","IOWA"
16580193,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","MISSOURI"
16581658,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","NEBRASKA"
16581658,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","IOWA"
16581658,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","MISSOURI"
16580938,"2012-01-23","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Des Moines-Ames, IA","IOWA"
16581636,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Des Moines-Ames, IA","IOWA"
16580939,"2012-01-23","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Des Moines-Ames, IA","IOWA"
16581656,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","NEBRASKA"
16581656,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","IOWA"
16581656,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","MISSOURI"
16580958,"2012-01-23","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","NEBRASKA"
16580958,"2012-01-23","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","IOWA"
16580958,"2012-01-23","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","MISSOURI"
16580174,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Des Moines-Ames, IA","IOWA"
16581657,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","NEBRASKA"
16581657,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","IOWA"
16581657,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","MISSOURI"
16580192,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","NEBRASKA"
16580192,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","IOWA"
16580192,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","MISSOURI"
16580173,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Des Moines-Ames, IA","IOWA"
16580191,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","NEBRASKA"
16580191,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","IOWA"
16580191,"2012-01-16","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Omaha, NE","MISSOURI"
16581635,"2012-01-30","American Wind Energy Association","UNF","Third Party","House IA3","US HOUSE","Des Moines-Ames, IA","IOWA"
16578642,"2012-01-09","American Chemistry Council","REP","Third Party","House PA18","US HOUSE","Pittsburgh, PA","PENNSYLVANIA"
16578642,"2012-01-09","American Chemistry Council","REP","Third Party","House PA18","US HOUSE","Pittsburgh, PA","WEST VIRGINIA"
16578642,"2012-01-09","American Chemistry Council","REP","Third Party","House PA18","US HOUSE","Pittsburgh, PA","MARYLAND"
16578643,"2012-01-09","American Chemistry Council","REP","Third Party","House PA18","US HOUSE","Pittsburgh, PA","PENNSYLVANIA"
16578643,"2012-01-09","American Chemistry Council","REP","Third Party","House PA18","US HOUSE","Pittsburgh, PA","WEST VIRGINIA"
16578643,"2012-01-09","American Chemistry Council","REP","Third Party","House PA18","US HOUSE","Pittsburgh, PA","MARYLAND"
16580212,"2012-01-16","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Wilkes Barre-Scranton, PA","PENNSYLVANIA"
16581646,"2012-01-30","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Harrisburg-Lancaster-York","PENNSYLVANIA"
16580947,"2012-01-23","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Harrisburg-Lancaster-York","PENNSYLVANIA"
16581645,"2012-01-30","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Harrisburg-Lancaster-York","PENNSYLVANIA"
16580979,"2012-01-23","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Wilkes Barre-Scranton, PA","PENNSYLVANIA"
16580978,"2012-01-23","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Wilkes Barre-Scranton, PA","PENNSYLVANIA"
16580948,"2012-01-23","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Harrisburg-Lancaster-York","PENNSYLVANIA"
16581677,"2012-01-30","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Wilkes Barre-Scranton, PA","PENNSYLVANIA"
16581676,"2012-01-30","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Wilkes Barre-Scranton, PA","PENNSYLVANIA"
16581647,"2012-01-30","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Harrisburg-Lancaster-York","PENNSYLVANIA"
16580182,"2012-01-16","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Harrisburg-Lancaster-York","PENNSYLVANIA"
16580949,"2012-01-23","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Harrisburg-Lancaster-York","PENNSYLVANIA"
16580183,"2012-01-16","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Harrisburg-Lancaster-York","PENNSYLVANIA"
16580211,"2012-01-16","American Wind Energy Association","UNF","Third Party","House PA11","US HOUSE","Wilkes Barre-Scranton, PA","PENNSYLVANIA"
